reviews,
reviews.topic0,
reviews.topic0.thaisushi,0.0304486
reviews.topic0.thai,0.013284269
reviews.topic0.pho,0.013243558
reviews.topic0.rolls,0.012608678
reviews.topic0.roll,0.0111071095
reviews.topic0.rice,0.010910054
reviews.topic0.boba,0.008621792
reviews.topic0.tuna,0.007272879
reviews.topic0.noodles,0.006692253
reviews.topic0.japanese,0.006379504
reviews.topic0.sashimi,0.0062568435
reviews.topic0.vegas,0.00604057
reviews.topic0.tea,0.005854388
reviews.topic0.spicy,0.0055292225
reviews.topic0.indian,0.0055266707
reviews.topic0.pad,0.0054652956
reviews.topic0.ayce,0.005114975
reviews.topic0.coconut,0.0050815362
reviews.topic0.pastor,0.004737856
reviews.topic0.soup,0.004684585
reviews.topic1,
reviews.topic1.hair,0.015049919
reviews.topic1.salon,0.012465167
reviews.topic1.nails,0.011737265
reviews.topic1.nail,0.00966925
reviews.topic1.massage,0.009153556
reviews.topic1.car,0.007143766
reviews.topic1.az,0.006664336
reviews.topic1.pedicure,0.0062796613
reviews.topic1.job,0.0062118624
reviews.topic1.kale,0.0053244736
reviews.topic1.appointment,0.0049784803
reviews.topic1.cut,0.00462316
reviews.topic1.groupon,0.004614144
reviews.topic1.color,0.0042783287
reviews.topic1.studio,0.004138476
reviews.topic1.professional,0.0040516546
reviews.topic1.pedi,0.0038712737
reviews.topic1.pickles,0.0038372434
reviews.topic1.results,0.0037668354
reviews.topic1.spa,0.0036341734
reviews.topic2,
reviews.topic2.coffee,0.034476276
reviews.topic2.ice,0.02114357
reviews.topic2.cream,0.020696111
reviews.topic2.breakfast,0.013692307
reviews.topic2.chocolate,0.013654903
reviews.topic2.donuts,0.013579322
reviews.topic2.pancakes,0.0115824295
reviews.topic2.cupcakes,0.0107382
reviews.topic2.cupcake,0.010198215
reviews.topic2.cake,0.009530625
reviews.topic2.flavors,0.009495618
reviews.topic2.vanilla,0.008662945
reviews.topic2.latte,0.008120559
reviews.topic2.milk,0.007522453
reviews.topic2.cookies,0.007463795
reviews.topic2.yogurt,0.0070216837
reviews.topic2.shop,0.006990572
reviews.topic2.eggs,0.0069788224
reviews.topic2.tea,0.0068866624
reviews.topic2.smoothies,0.0062375157
reviews.topic3,
reviews.topic3.opening,0.01233803
reviews.topic3.donut,0.006175149
reviews.topic3.juices,0.0061460687
reviews.topic3.gel,0.0050203456
reviews.topic3.seats,0.004496288
reviews.topic3.pot,0.0038146344
reviews.topic3.dancing,0.0034036546
reviews.topic3.mozzarella,0.0031769993
reviews.topic3.ticket,0.0031604469
reviews.topic3.vip,0.0028447793
reviews.topic3.octopus,0.0027786617
reviews.topic3.dipping,0.0027117191
reviews.topic3.mustard,0.002704771
reviews.topic3.tots,0.0026820018
reviews.topic3.cilantro,0.002676966
reviews.topic3.beautifully,0.00255709
reviews.topic3.watermelon,0.0025127584
reviews.topic3.carnitas,0.0024765045
reviews.topic3.artist,0.002430029
reviews.topic3.salt,0.002413902
reviews.topic4,
reviews.topic4.las,0.03963621
reviews.topic4.brisket,0.020206116
reviews.topic4.dr,0.013707587
reviews.topic4.ribs,0.013198125
reviews.topic4.tan,0.00766793
reviews.topic4.doctor,0.006845702
reviews.topic4.dog,0.005993327
reviews.topic4.coney,0.0053133825
reviews.topic4.id,0.0051001064
reviews.topic4.office,0.0050724903
reviews.topic4.jelly,0.0050625093
reviews.topic4.planet,0.004720281
reviews.topic4.vegas,0.004698619
reviews.topic4.massages,0.0046480945
reviews.topic4.referred,0.004585516
reviews.topic4.district,0.004511635
reviews.topic4.arizona,0.0041415384
reviews.topic4.pet,0.004018054
reviews.topic4.steakhouse,0.0039830087
reviews.topic4.pics,0.0039638826
reviews.topic5,
reviews.topic5.great,0.027298292
reviews.topic5.food,0.019970044
reviews.topic5.service,0.016029784
reviews.topic5.love,0.013391149
reviews.topic5.curry,0.012639018
reviews.topic5.friendly,0.011877903
reviews.topic5.amazing,0.01124031
reviews.topic5.awesome,0.010533887
reviews.topic5.staff,0.009608253
reviews.topic5.concept,0.009221151
reviews.topic5.best,0.008769441
reviews.topic5.pita,0.00872007
reviews.topic5.excellent,0.0077195936
reviews.topic5.atmosphere,0.0076425825
reviews.topic5.vegas,0.0075056646
reviews.topic5.delicious,0.0065488094
reviews.topic5.highly,0.0064362865
reviews.topic5.recommend,0.006357267
reviews.topic5.gyro,0.0061014113
reviews.topic5.gem,0.0056605
reviews.topic6,
reviews.topic6.great,0.005760914
reviews.topic6.time,0.004714663
reviews.topic6.just,0.003910702
reviews.topic6.service,0.0038893712
reviews.topic6.like,0.0037558216
reviews.topic6.new,0.00345433
reviews.topic6.staff,0.0031984332
reviews.topic6.really,0.003159275
reviews.topic6.people,0.0029413945
reviews.topic6.vegas,0.0028908325
reviews.topic6.did,0.0028896267
reviews.topic6.nice,0.002816035
reviews.topic6.friendly,0.002776781
reviews.topic6.love,0.0026866717
reviews.topic6.food,0.0026761363
reviews.topic6.don,0.0026505832
reviews.topic6.work,0.002628145
reviews.topic6.got,0.0025975222
reviews.topic6.bar,0.0025277117
reviews.topic6.ve,0.002527268
reviews.topic7,
reviews.topic7.food,0.00963573
reviews.topic7.great,0.0072593717
reviews.topic7.service,0.005348855
reviews.topic7.pizza,0.005169253
reviews.topic7.try,0.005055316
reviews.topic7.ordered,0.0047906237
reviews.topic7.menu,0.0046639806
reviews.topic7.like,0.0046341666
reviews.topic7.delicious,0.004613084
reviews.topic7.really,0.0045706127
reviews.topic7.chicken,0.0045610163
reviews.topic7.just,0.004484258
reviews.topic7.burger,0.004426549
reviews.topic7.restaurant,0.003966715
reviews.topic7.fresh,0.0039062428
reviews.topic7.time,0.0036344638
reviews.topic7.definitely,0.0035701308
reviews.topic7.fries,0.0035592308
reviews.topic7.order,0.0035313927
reviews.topic7.cheese,0.0035188443